#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-01-29T18:43:52 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5c509eb057ec	
#INFO	-out.max=unlimited	
#INFO	queryParameters=14	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:V/50&tab:{V/50/catalog}&key:source=V/50/catalog&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/50/catalog
#-order=I
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=B-V
#

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
_RAJ2000|_DEJ2000|RAJ2000|DEJ2000|Vmag|B-V
279.527083|+39.668056|18 38 06.5|+39 40 05| 6.04| 1.65
279.965000| +7.358333|18 39 51.6|+07 21 30| 6.28| 0.96
280.465000|-23.833333|18 41 51.6|-23 50 00| 6.23| 0.23
281.362083|-64.871389|18 45 26.9|-64 52 17| 4.79| 0.20
279.055417|+65.488611|18 36 13.3|+65 29 19| 6.06| 0.28
280.427083|-14.564167|18 41 42.5|-14 33 51| 6.42| 0.81
281.297917|-61.095000|18 45 11.5|-61 05 42| 6.04| 1.46
280.008333|+30.849444|18 40 02.0|+30 50 58| 6.36|
279.887917|+40.935000|18 39 33.1|+40 56 06| 6.25|-0.06
279.389583|+62.526667|18 37 33.5|+62 31 36| 5.74|-0.06
280.050833|+38.367222|18 40 12.2|+38 22 02| 6.45| 0.21
280.568333| -9.052500|18 42 16.4|-09 03 09| 4.72| 0.35
280.945417|-38.323611|18 43 46.9|-38 19 25| 5.13| 0.09
281.348750|-56.881667|18 45 23.7|-56 52 54| 6.22| 1.38
280.730000|-19.283889|18 42 55.2|-19 17 02| 6.35| 1.75
280.650417| -7.073333|18 42 36.1|-07 04 24| 6.15| 1.00
276.038333|+83.175278|18 24 09.2|+83 10 31| 6.17| 0.05
281.032083|-36.718611|18 44 07.7|-36 43 07| 6.32| 0.98
282.431250|-72.994722|18 49 43.5|-72 59 41| 6.06| 0.00
279.970000|+52.196111|18 39 52.8|+52 11 46| 6.00|-0.07
281.080833|-35.641944|18 44 19.4|-35 38 31| 4.87|-0.18
280.422083|+31.617778|18 41 41.3|+31 37 04| 6.41|-0.04
281.238333|-39.686389|18 44 57.2|-39 41 11| 5.43| 0.87
280.880417| -8.275278|18 43 31.3|-08 16 31| 4.90| 1.12
280.533750|+34.746667|18 42 08.1|+34 44 48| 6.47|-0.13
280.964167| -6.818611|18 43 51.4|-06 49 07| 6.31| 0.48
281.206667|-25.011111|18 44 49.6|-25 00 40| 5.83| 0.05
282.157500|-65.077778|18 48 37.8|-65 04 40| 5.73| 0.24
          |          |          |         |     |
281.746250|-50.094444|18 46 59.1|-50 05 40| 6.54| 0.28
281.327917|-21.001389|18 45 18.7|-21 00 05| 6.36| 0.45
281.414167|-26.990833|18 45 39.4|-26 59 27| 3.17|-0.11
281.207917| +2.060000|18 44 49.9|+02 03 36| 5.02|-0.06
280.819583|+39.300278|18 43 16.7|+39 18 01| 6.45| 1.59
280.234583|+62.749722|18 40 56.3|+62 44 59| 6.09| 0.98
280.900417|+36.556667|18 43 36.1|+36 33 24| 6.01| 1.04
280.965000|+31.926667|18 43 51.6|+31 55 36| 5.70| 0.34
281.505000|-19.606389|18 46 01.2|-19 36 23| 6.42| 1.65
281.585833|-22.392222|18 46 20.6|-22 23 32| 5.37| 1.64
281.167500|+23.589722|18 44 40.2|+23 35 23| 6.31| 0.40
281.368333| +5.499722|18 45 28.4|+05 29 59| 5.83| 0.04
280.657917|+55.539444|18 42 37.9|+55 32 22| 5.04|-0.09
281.935833|-40.406111|18 47 44.6|-40 24 22| 5.24| 0.78
281.085000|+39.670000|18 44 20.4|+39 40 12| 5.06| 0.16
281.084583|+39.671111|18 44 20.3|+39 40 16| 6.02|
281.095417|+39.613056|18 44 22.9|+39 36 47| 5.14| 0.19
281.095417|+39.612778|18 44 22.9|+39 36 46| 5.37|
281.680417|-10.125000|18 46 43.3|-10 07 30| 5.71| 0.59
281.193333|+37.605000|18 44 46.4|+37 36 18| 4.36| 0.19
281.200833|+37.594444|18 44 48.2|+37 35 40| 5.73| 0.28
281.398750|+21.985000|18 45 35.7|+21 59 06| 6.51| 0.02
281.618750| -0.961667|18 46 28.5|-00 57 42| 5.90| 0.13
280.870833|+53.871944|18 43 29.0|+53 52 19| 6.11| 0.12
281.415417|+20.546389|18 45 39.7|+20 32 47| 4.19| 0.46
282.210417|-43.680000|18 48 50.5|-43 40 48| 5.49| 0.13
281.793750| -4.747778|18 47 10.5|-04 44 52| 4.22| 1.10
281.518750|+26.662222|18 46 04.5|+26 39 44| 4.83| 1.20
282.364167|-45.810278|18 49 27.4|-45 48 37| 5.81| 0.90
281.870833| -5.705000|18 47 29.0|-05 42 18| 5.20| 1.47
281.672500|+18.705833|18 46 41.4|+18 42 21| 6.17| 1.59
282.395833|-43.433889|18 49 35.0|-43 26 02| 5.61|-0.08
281.755417|+18.181389|18 47 01.3|+18 10 53| 4.36| 0.13
282.321667|-34.748611|18 49 17.2|-34 44 55| 6.62| 1.08
281.230833|+54.896667|18 44 55.4|+54 53 48| 6.23| 0.82
282.188750|-18.601389|18 48 45.3|-18 36 05| 6.47|
281.554167|+41.441667|18 46 13.0|+41 26 30| 6.07|-0.13
283.054167|-62.187500|18 52 13.0|-62 11 15| 4.22|-0.14
281.075833|+61.048056|18 44 18.2|+61 02 53| 5.99| 0.96
282.011250| +4.241389|18 48 02.7|+04 14 29| 6.21| 1.51
282.397917|-19.142222|18 49 35.5|-19 08 32| 6.75| 0.20
282.417083|-20.324722|18 49 40.1|-20 19 29| 5.24| 1.41
282.068333|+23.514167|18 48 16.4|+23 30 51| 6.15| 0.49
281.745833|+46.315000|18 46 59.0|+46 18 54| 6.52| 0.07
281.989583|+31.756944|18 47 57.5|+31 45 25| 6.06|-0.13
280.792500|+70.792778|18 43 10.2|+70 47 34| 6.44|
282.420833| -5.912778|18 49 41.0|-05 54 46| 5.99| 1.60
281.679583|+52.988056|18 46 43.1|+52 59 17| 5.88|-0.09
282.404583| +0.835833|18 49 37.1|+00 50 09| 6.25| 0.04
282.222500|+19.328611|18 48 53.4|+19 19 43| 5.88| 0.03
283.165000|-52.107500|18 52 39.6|-52 06 27| 5.17| 0.94
282.710417|-22.162222|18 50 50.5|-22 09 44| 6.61| 0.38
282.583333| -7.907500|18 50 20.0|-07 54 27| 6.80| 3.09
281.916667|+49.075000|18 47 40.0|+49 04 30| 6.40|
282.310000|+25.046389|18 49 14.4|+25 02 47| 6.59|
283.112917|-46.595278|18 52 27.1|-46 35 43| 5.54| 1.63
283.300417|-51.931111|18 53 12.1|-51 55 52| 6.31|-0.09
282.743750| -9.774167|18 50 58.5|-09 46 27| 5.83| 0.61
283.260417|-48.360000|18 53 02.5|-48 21 36| 6.19| 0.14
282.067083|+48.767500|18 48 16.1|+48 46 03| 6.12| 0.21
283.248333|-46.585833|18 52 59.6|-46 35 09| 6.19| 0.03
282.433333|+31.629167|18 49 44.0|+31 37 45| 6.64| 0.02
282.690000|+10.976389|18 50 45.6|+10 58 35| 6.55|
282.441250|+32.812778|18 49 45.9|+32 48 46| 5.91|-0.16
282.842083| -3.317778|18 51 22.1|-03 19 04| 6.10| 0.30
282.470417|+32.550833|18 49 52.9|+32 33 03| 5.25| 0.08
283.118750|-26.650278|18 52 28.5|-26 39 01| 6.29| 0.94
283.154167|-29.379444|18 52 37.0|-29 22 46| 6.13| 1.35
283.173750|-30.734167|18 52 41.7|-30 44 03| 6.63|-0.05
282.520000|+33.362778|18 50 04.8|+33 21 46| 3.45| 0.00
284.237500|-67.233611|18 56 57.0|-67 14 01| 4.44| 0.71
283.634583|-49.878611|18 54 32.3|-49 52 43| 6.60| 0.08
283.007917|+13.965556|18 52 01.9|+13 57 56| 6.14| 0.00
283.257917| -9.576111|18 53 01.9|-09 34 34| 6.34| 0.20
284.227917|-62.801111|18 56 54.7|-62 48 04| 6.48| 1.53
282.899583|+28.783611|18 51 35.9|+28 47 01| 6.18| 1.18
283.068333|+21.425278|18 52 16.4|+21 25 31| 5.48|-0.07
283.500417|-21.359722|18 54 00.1|-21 21 35| 5.69| 1.23
282.902083|+36.538611|18 51 36.5|+36 32 19| 6.09|-0.11
283.542500|-22.745000|18 54 10.2|-22 44 42| 4.83| 1.41
281.444583|+74.085556|18 45 46.7|+74 05 08| 5.27| 0.92
283.029583|+41.383333|18 52 07.1|+41 23 00| 6.28|-0.09
283.679583|-15.603056|18 54 43.1|-15 36 11| 5.10| 0.17
283.779583|-22.671389|18 55 07.1|-22 40 17| 4.99| 1.33
283.816250|-26.296667|18 55 15.9|-26 17 48| 2.02|-0.22
284.070417|-42.710556|18 56 16.9|-42 42 38| 5.36| 1.00
282.895833|+52.975000|18 51 35.0|+52 58 30| 5.51| 0.84
281.592500|+75.433889|18 46 22.2|+75 26 02| 5.35| 0.05
282.800417|+59.388333|18 51 12.1|+59 23 18| 4.66| 1.19
283.879167|-16.376667|18 55 31.0|-16 22 36| 5.79| 0.36
284.651667|-60.200556|18 58 36.4|-60 12 02| 5.14| 1.37
284.002500|-23.173611|18 56 00.6|-23 10 25| 5.93|-0.02
284.168750|-37.343333|18 56 40.5|-37 20 36| 5.38|-0.14
285.014583|-66.653333|19 00 03.5|-66 39 12| 6.01| 0.97
283.431667|+36.971667|18 53 43.6|+36 58 18| 5.58|-0.15
283.555000|+27.909444|18 54 13.2|+27 54 34| 5.62| 1.35
283.687083|+22.645000|18 54 44.9|+22 38 42| 4.59| 0.78
284.615417|-52.938611|18 58 27.7|-52 56 19| 4.87|-0.05
283.864583| +6.615278|18 55 27.5|+06 36 55| 5.57| 1.04
284.394583|-39.823333|18 57 34.7|-39 49 24| 6.31| 0.20
283.306667|+50.708333|18 53 13.6|+50 42 30| 4.92| 0.90
283.559583|+41.225556|18 54 14.3|+41 13 32| 7.30|
283.625833|+36.898889|18 54 30.2|+36 53 56| 4.30| 1.68
283.718750|+33.968611|18 54 52.5|+33 58 07| 6.02| 0.91
284.055000| +4.203611|18 56 13.2|+04 12 13| 4.62| 0.17
284.060833| +4.201944|18 56 14.6|+04 12 07| 4.98| 0.20
284.094583| -1.800000|18 56 22.7|-01 48 00| 6.22|-0.05
284.106667| +2.471111|18 56 25.6|+02 28 16| 6.15| 0.97
284.335417|-20.656389|18 57 20.5|-20 39 23| 5.08| 0.13
283.717500|+41.602778|18 54 52.2|+41 36 10| 5.44| 1.03
284.016250|+17.995000|18 56 03.9|+17 59 42| 6.63|-0.04
284.025833|+18.105278|18 56 06.2|+18 06 19| 5.69| 1.09
284.265417| -5.846111|18 57 03.7|-05 50 46| 4.83| 1.08
284.432500|-21.106667|18 57 43.8|-21 06 24| 3.51| 1.18
284.588750|-31.036111|18 58 21.3|-31 02 10| 6.12| 1.35
284.680833|-37.107500|18 58 43.4|-37 06 27| 4.87| 0.41
283.442917|+57.486944|18 53 46.3|+57 29 13| 6.22| 1.23
283.696250|+48.859722|18 54 47.1|+48 51 35| 5.77| 0.43
284.585417|-24.876667|18 58 20.5|-24 52 36| 6.62| 0.08
284.796250|-39.534722|18 59 11.1|-39 32 05| 6.49|-0.04
283.833750|+43.946111|18 55 20.1|+43 56 46| 4.04| 1.59
284.319167| +2.535278|18 57 16.6|+02 32 07| 5.57| 0.00
284.602500|-22.529444|18 58 24.6|-22 31 46| 6.14| 0.09
281.408750|+79.942500|18 45 38.1|+79 56 33| 6.39| 0.28
285.873750|-68.755278|19 03 29.7|-68 45 19| 5.88| 0.56
284.256667|+32.901389|18 57 01.6|+32 54 05| 5.22| 0.59
284.599167| +6.240278|18 58 23.8|+06 14 25| 6.21| 0.46
284.861667|-18.566944|18 59 26.8|-18 34 01| 6.37| 0.99
284.561250|+17.360833|18 58 14.7|+17 21 39| 5.38| 0.80
284.849167|-12.840556|18 59 23.8|-12 50 26| 5.53|-0.04
284.695417|+13.906667|18 58 46.9|+13 54 24| 5.89| 0.25
285.103333|-24.942222|19 00 24.8|-24 56 32| 6.36| 1.25
285.263333|-37.060833|19 01 03.2|-37 03 39| 6.69|
285.267917|-37.061944|19 01 04.3|-37 03 43| 6.40|-0.03
284.687917|+19.794167|18 58 45.1|+19 47 39| 6.50|-0.04
284.773750|+13.622500|18 59 05.7|+13 37 21| 5.23| 0.53
284.822917|+10.140833|18 59 17.5|+10 08 27| 6.75| 0.25
284.507917|+38.266111|18 58 01.9|+38 15 58| 5.89|-0.17
284.187500|+57.815000|18 56 45.0|+57 48 54| 5.66| 1.15
284.905833|+15.068333|18 59 37.4|+15 04 06| 4.02| 1.08
285.536250|-41.910000|19 02 08.7|-41 54 36| 6.23| 0.00
284.735833|+32.689444|18 58 56.6|+32 41 22| 3.24|-0.05
284.694167|+40.679167|18 58 46.6|+40 40 45| 6.22|-0.16
283.599583|+71.297222|18 54 23.9|+71 17 50| 4.82| 1.15
284.939583|+26.230556|18 59 45.5|+26 13 50| 5.27| 1.24
285.407500|-22.695556|19 01 37.8|-22 41 44| 6.24| 1.66
284.992083|+22.814722|18 59 58.1|+22 48 53| 6.29| 1.75
284.368333|+58.225278|18 57 28.4|+58 13 31| 6.46| 0.08
284.801250|+39.217778|18 59 12.3|+39 13 04| 6.41|-0.17
285.389583|-15.282500|19 01 33.5|-15 16 57| 6.32| 1.00
284.106667|+65.258056|18 56 25.6|+65 15 29| 5.63| 0.95
285.778750|-42.095278|19 03 06.9|-42 05 43| 4.75|-0.02
          |          |          |         |     |
285.989167|-51.018611|19 03 57.4|-51 01 07| 5.93| 1.24
284.322500|+62.396667|18 57 17.4|+62 23 48| 6.45| 0.93
285.003750|+32.145556|19 00 00.9|+32 08 44| 4.93| 1.47
285.420000| -5.738889|19 01 40.8|-05 44 20| 4.02| 1.09
285.652917|-29.880278|19 02 36.7|-29 52 49| 2.60| 0.08
285.615417|-24.846944|19 02 27.7|-24 50 49| 5.65| 1.23
284.748333|+50.809444|18 58 59.6|+50 48 34| 6.30| 0.98
285.823750|-38.253333|19 03 17.7|-38 15 12| 5.74| 0.32
285.272917|+19.309722|19 01 05.5|+19 18 35| 6.39|
283.388333|+75.787500|18 53 33.2|+75 47 15| 6.22|
285.344167|+20.833611|19 01 22.6|+20 50 01| 6.69| 0.02
285.079167|+40.684167|19 00 19.0|+40 41 03| 6.65|
285.322500|+26.291389|19 01 17.4|+26 17 29| 5.69|-0.08
285.765833|-19.245278|19 03 03.8|-19 14 43| 6.05| 1.29
285.230000|+33.802222|19 00 55.2|+33 48 08| 6.01| 0.97
285.779167|-19.103333|19 03 07.0|-19 06 12| 6.37| 0.48
285.395417|+25.025833|19 01 34.9|+25 01 33| 6.72|
285.456250|+22.263889|19 01 49.5|+22 15 50| 6.40| 0.16
285.590000| +8.374167|19 02 21.6|+08 22 27| 6.30| 1.67
285.727083| -3.698889|19 02 54.5|-03 41 56| 5.42| 0.00
285.057083|+50.533611|19 00 13.7|+50 32 01| 5.38|-0.18
286.104583|-31.046944|19 04 25.1|-31 02 49| 5.50| 0.03
285.451250|+33.621389|19 01 48.3|+33 37 17| 6.39|-0.12
286.582917|-52.340833|19 06 19.9|-52 20 27| 5.16| 0.53
285.884167| +1.818889|19 03 32.2|+01 49 08| 5.83| 0.18
285.360000|+46.934722|19 01 26.4|+46 56 05| 5.01| 0.19
285.719167|+19.661111|19 02 52.6|+19 39 40| 6.09| 1.34
286.170833|-21.741667|19 04 41.0|-21 44 30| 3.77| 1.01
285.180833|+55.658333|19 00 43.4|+55 39 30| 5.48| 0.86
286.044583| +3.330556|19 04 10.7|+03 19 50| 6.73| 0.13
286.100833| -5.685000|19 04 24.2|-05 41 06| 6.90| 4.19
287.469583|-68.424722|19 09 52.7|-68 25 29| 5.33| 0.91
285.927083|+21.267778|19 03 42.5|+21 16 04| 6.52| 0.32
286.731667|-48.299167|19 06 55.6|-48 17 57| 5.97|-0.02
284.719167|+69.531111|18 58 52.6|+69 31 52| 6.52|-0.15
286.240000| -4.031389|19 04 57.6|-04 01 53| 5.42| 1.12
286.604583|-37.063333|19 06 25.1|-37 03 48| 4.93| 0.52
286.604583|-37.063333|19 06 25.1|-37 03 48| 4.99| 0.52
317.192500|-88.956389|21 08 46.2|-88 57 23| 5.47| 0.27
285.529167|+52.261111|19 02 07.0|+52 15 40| 6.31| 1.00
286.421667|-15.660278|19 05 41.2|-15 39 37| 5.97|-0.02
286.327500| -1.512778|19 05 18.6|-01 30 46| 6.53| 0.35
286.718750|-37.810278|19 06 52.5|-37 48 37| 6.16| 0.72
287.217083|-55.720278|19 08 52.1|-55 43 13| 6.49| 1.10
286.735000|-27.670556|19 06 56.4|-27 40 14| 3.32| 1.19
286.352500|+13.863333|19 05 24.6|+13 51 48| 2.99| 0.01
286.562083| -4.882500|19 06 14.9|-04 52 57| 3.44|-0.09
286.241250|+31.744444|19 04 57.9|+31 44 40| 5.56| 1.54
286.242917|+30.733333|19 04 58.3|+30 44 00| 6.06| 1.55
286.717917|-16.228889|19 06 52.3|-16 13 44| 6.03|-0.04
286.878750|-28.636944|19 07 30.9|-28 38 13| 6.04| 1.61
286.785417|-18.737778|19 07 08.5|-18 44 16| 6.29|-0.04
287.087083|-40.496667|19 08 20.9|-40 29 48| 4.59| 1.09
286.592500| +8.230000|19 06 22.2|+08 13 48| 6.09| 1.60
286.446250|+29.921667|19 05 47.1|+29 55 18| 6.31| 1.65
286.787917| +0.641667|19 07 09.1|+00 38 30| 6.56| 0.05
287.060833|-24.656944|19 08 14.6|-24 39 25| 6.30| 0.04
284.488333|+77.050833|18 57 57.2|+77 03 03| 6.54| 0.38
286.744167|+11.071389|19 06 58.6|+11 04 17| 5.09|-0.07
287.069583|-19.290000|19 08 16.7|-19 17 24| 5.54|-0.11
286.660000|+24.250833|19 06 38.4|+24 15 03| 5.77| 0.09
286.230000|+53.396667|19 04 55.2|+53 23 48| 5.38|-0.01
286.291250|+49.923333|19 05 09.9|+49 55 24| 6.43|
286.657083|+28.628611|19 06 37.7|+28 37 43| 5.55| 0.29
287.367917|-37.904444|19 09 28.3|-37 54 16| 4.11| 0.04
287.415417|-39.828056|19 09 39.7|-39 49 41| 6.46| 1.06
287.401667|-36.164722|19 09 36.4|-36 09 53| 6.56|-0.02
287.490833|-41.892500|19 09 57.8|-41 53 33| 5.88|-0.08
286.570833|+41.413889|19 06 17.0|+41 24 50| 6.49|-0.15
287.507083|-39.340833|19 10 01.7|-39 20 27| 4.11| 1.20
286.988750|+16.853333|19 07 57.3|+16 51 12| 6.07| 0.70
286.856667|+32.501667|19 07 25.6|+32 30 06| 5.23| 0.34
286.825417|+36.100278|19 07 18.1|+36 06 01| 5.28|-0.11
287.015000|+21.698889|19 08 03.6|+21 41 56| 6.23| 0.40
287.440833|-21.023611|19 09 45.8|-21 01 25| 2.89| 0.35
287.450417|-19.803611|19 09 48.1|-19 48 13| 6.13| 1.16
287.249583| +6.073333|19 08 59.9|+06 04 24| 5.22| 0.35
287.167500|+16.851389|19 08 40.2|+16 51 05| 6.48| 0.52
287.757500|-39.005000|19 11 01.8|-39 00 18| 6.36| 0.01
287.465000| -0.428056|19 09 51.6|-00 25 41| 6.34|-0.04
287.828750|-29.502222|19 11 18.9|-29 30 08| 6.30|-0.04
288.192083|-50.486389|19 12 46.1|-50 29 11| 6.13| 0.95
287.268333|+34.600556|19 09 04.4|+34 36 02| 6.74| 0.63
288.040833|-37.582778|19 12 09.8|-37 34 58| 6.57| 1.02
289.118750|-69.190556|19 16 28.5|-69 11 26| 6.27| 0.17
287.107500|+52.425556|19 08 25.8|+52 25 32| 5.81| 1.09
288.116667|-21.658056|19 12 28.0|-21 39 29| 6.41| 1.13
288.307083|-25.906667|19 13 13.7|-25 54 24| 5.80| 1.38
289.300000|-66.661389|19 17 12.0|-66 39 41| 5.53| 0.18
288.169583| -7.939444|19 12 40.7|-07 56 22| 5.34| 0.13
287.878750|+26.735833|19 11 30.9|+26 44 09| 6.36| 0.41
288.665417|-45.193333|19 14 39.7|-45 11 36| 5.92| 0.90
288.314583|-12.282500|19 13 15.5|-12 16 57| 5.51| 1.44
287.941667|+31.283333|19 11 46.0|+31 17 00| 5.98|-0.07
287.846250|+40.429167|19 11 23.1|+40 25 45| 6.18| 0.09
288.143333|+16.846389|19 12 34.4|+16 50 47| 6.73|-0.01
288.152917|+21.554444|19 12 36.7|+21 33 16| 5.93| 0.03
288.427917| +2.293611|19 13 42.7|+02 17 37| 5.15|-0.07
288.433750| +5.515833|19 13 44.1|+05 30 57| 6.49| 0.09
289.090417|-45.466389|19 16 21.7|-45 27 59| 5.40| 1.35
287.440833|+65.978611|19 09 45.8|+65 58 43| 6.25| 0.00
288.888333|-24.179167|19 15 33.2|-24 10 45| 6.25| 0.54
288.885000|-25.256667|19 15 32.4|-25 15 24| 4.85| 0.56
288.019167|+49.854167|19 12 04.6|+49 51 15| 6.75| 0.65
288.020833|+49.856111|19 12 05.0|+49 51 22| 6.57| 0.65
287.918750|+56.859167|19 11 40.5|+56 51 33| 5.12| 1.01
289.136667|-33.521667|19 16 32.8|-33 31 18| 6.25| 0.02
289.539167|-53.386667|19 18 09.4|-53 23 12| 6.38| 0.49
288.439583|+39.146111|19 13 45.5|+39 08 46| 4.39|-0.15
288.760833|+20.203333|19 15 02.6|+20 12 12| 6.00| 0.88
288.833750|+15.083611|19 15 20.1|+15 05 01| 5.57| 1.07
288.822500|+21.232222|19 15 17.4|+21 13 56| 5.64| 0.11
288.853333|+30.526389|19 15 24.8|+30 31 35| 5.85| 1.67
289.129167| +4.834722|19 16 31.0|+04 50 05| 5.59| 0.08
289.408750|-18.953056|19 17 38.1|-18 57 11| 4.96| 1.02
288.987500|+27.455556|19 15 57.0|+27 27 20| 6.54|-0.06
289.054167|+21.390278|19 16 13.0|+21 23 25| 4.77|-0.05
289.111667|+14.544722|19 16 26.8|+14 32 41| 5.63|-0.02
288.997500|+27.926944|19 15 59.4|+27 55 37| 6.16| 0.61
288.480000|+57.705000|19 13 55.2|+57 42 18| 4.99| 1.16
288.138750|+67.661667|19 12 33.3|+67 39 42| 3.07| 1.00
288.830417|+50.070833|19 15 19.3|+50 04 15| 6.27|
287.290833|+76.560556|19 09 09.8|+76 33 38| 5.13| 0.31
289.450833| +2.031667|19 17 48.2|+02 01 54| 6.19| 0.02
289.092083|+38.133611|19 16 22.1|+38 08 01| 4.36| 1.26
289.454167|+11.595278|19 17 49.0|+11 35 43| 5.28| 0.20
289.916667|-35.421389|19 19 40.0|-35 25 17| 5.59|-0.13
289.750417|-15.536389|19 19 00.1|-15 32 11| 6.06| 1.43
289.431667|+23.025556|19 17 43.6|+23 01 32| 5.43| 0.02
289.635417| +1.085278|19 18 32.5|+01 05 07| 5.10| 1.15
291.022500|-68.371111|19 24 05.4|-68 22 16| 6.34| 1.23
289.712083| +0.339167|19 18 50.9|+00 20 21| 6.41| 1.05
289.214167|+46.999167|19 16 51.4|+46 59 57| 6.00| 0.44
290.109167|-31.817778|19 20 26.2|-31 49 04| 6.58| 1.67
289.503333|+31.022222|19 18 00.8|+31 01 20| 6.68| 0.08
289.719583| +9.618056|19 18 52.7|+09 37 05| 6.32| 1.05
289.702083|+19.610556|19 18 48.5|+19 36 38| 6.58| 0.03
290.158750|-22.402500|19 20 38.1|-22 24 09| 5.58| 0.27
289.275833|+53.368611|19 17 06.2|+53 22 07| 3.77| 0.96
290.712917|-54.423611|19 22 51.1|-54 25 25| 5.05| 0.02
290.374583|-34.983889|19 21 29.9|-34 59 02| 6.48| 0.63
289.913750|+12.374722|19 19 39.3|+12 22 29| 5.53| 0.26
289.970833|+11.535000|19 19 53.0|+11 32 06| 6.02| 0.08
290.137083| -5.415833|19 20 32.9|-05 24 57| 5.01| 0.92
290.540000|-42.016111|19 22 09.6|-42 00 58| 6.34| 1.14
289.765833|+33.388889|19 19 03.8|+33 23 20| 6.60|-0.19
290.148750| -0.892222|19 20 35.7|-00 53 32| 5.49|-0.04
290.659583|-44.458889|19 22 38.3|-44 27 32| 4.01|-0.10
289.755000|+37.445278|19 19 01.2|+37 26 43| 6.22|-0.03
290.404583|-19.234167|19 21 37.1|-19 14 03| 6.26|-0.10
290.418333|-17.847222|19 21 40.4|-17 50 50| 3.93| 0.22
289.657083|+49.569722|19 18 37.7|+49 34 11| 6.31| 1.12
290.431667|-15.955000|19 21 43.6|-15 57 18| 4.61| 0.10
290.805000|-44.799722|19 23 13.2|-44 47 59| 4.29| 0.34
290.462083|-18.308333|19 21 50.9|-18 18 30| 5.87| 1.06
289.912083|+37.330556|19 19 38.9|+37 19 50| 6.31| 0.68
290.137917|+35.186111|19 20 33.1|+35 11 10| 6.31|-0.12
290.586250| -8.201111|19 22 20.7|-08 12 04| 6.31|-0.10
290.971667|-40.616111|19 23 53.2|-40 36 58| 3.97|-0.10
290.589583| -0.252500|19 22 21.5|-00 15 09| 5.83| 1.09
291.089167|-43.723056|19 24 21.4|-43 43 23| 6.17| 1.60
289.902083|+54.376111|19 19 36.5|+54 22 34| 6.26| 0.03
288.887500|+73.355556|19 15 33.0|+73 21 20| 4.45| 1.25
290.769167| -7.400278|19 23 04.6|-07 24 01| 6.32| 1.45
290.701667| +9.913056|19 22 48.4|+09 54 47| 6.35| 0.44
291.125417|-27.865556|19 24 30.1|-27 51 56| 6.04|-0.13
290.067083|+57.645278|19 20 16.1|+57 38 43| 5.91| 1.58
290.784167|+14.921111|19 23 08.2|+14 55 16| 6.64| 0.27
290.712083|+26.262500|19 22 50.9|+26 15 45| 5.18|-0.12
290.639167|+33.518056|19 22 33.4|+33 31 05| 6.06| 1.03
291.267083|-29.309167|19 25 04.1|-29 18 33| 5.93| 1.26
289.942083|+64.390833|19 19 46.1|+64 23 27| 6.52|-0.04
291.318750|-24.508611|19 25 16.5|-24 30 31| 5.03| 0.23
291.373750|-23.962222|19 25 29.7|-23 57 44| 5.43| 1.43
290.945417|+20.264444|19 23 46.9|+20 15 52| 6.40| 0.01
290.355833|+57.766944|19 21 25.4|+57 46 01| 6.43|
291.256667| -4.884167|19 25 01.6|-04 53 03| 6.52| 0.33
291.340000|-13.896944|19 25 21.6|-13 53 49| 5.69| 1.43
290.891667|+33.222222|19 23 34.0|+33 13 20| 6.37| 0.81
291.092083|+16.937778|19 24 22.1|+16 56 16| 6.25| 0.08
291.950417|-54.325278|19 27 48.1|-54 19 31| 5.69| 1.40
290.167083|+65.714722|19 20 40.1|+65 42 53| 4.59| 0.02
291.031667|+29.621389|19 24 07.6|+29 37 17| 4.97|-0.10
291.242500|+11.944444|19 24 58.2|+11 56 40| 5.16| 0.77
